Gene	Nuclear Fraction	Percentile
ENSG00000010017	0.365	41.5381
ENSG00000122085	0.365	41.5451
ENSG00000118513	0.365	41.5522
ENSG00000165655	0.365	41.5592
ENSG00000180318	0.365	41.5662
ENSG00000173848	0.365	41.5732
ENSG00000113790	0.366	41.5802
ENSG00000225439	0.366	41.5872
ENSG00000272763	0.366	41.5942
ENSG00000122691	0.366	41.6012
ENSG00000133703	0.366	41.6082
ENSG00000181350	0.366	41.6153
ENSG00000232485	0.366	41.6223
ENSG00000166401	0.366	41.6293
ENSG00000273456	0.366	41.6363
ENSG00000131061	0.366	41.6433
ENSG00000127252	0.366	41.6503
ENSG00000140479	0.366	41.6573
ENSG00000056097	0.366	41.6643
ENSG00000079387	0.366	41.6713
ENSG00000213390	0.367	41.6784
ENSG00000136770	0.367	41.6854
ENSG00000102078	0.367	41.6924
ENSG00000136999	0.367	41.6994
ENSG00000250222	0.367	41.7064
ENSG00000135698	0.367	41.7134
ENSG00000143315	0.367	41.7204
ENSG00000145911	0.367	41.7274
ENSG00000151702	0.367	41.7344
ENSG00000158158	0.367	41.7414
ENSG00000130803	0.367	41.7485
ENSG00000104691	0.367	41.7555
ENSG00000149541	0.367	41.7625
ENSG00000116786	0.367	41.7695
ENSG00000151876	0.367	41.7765
ENSG00000145916	0.367	41.7835
ENSG00000166483	0.367	41.7905
ENSG00000165985	0.367	41.7975
ENSG00000164342	0.367	41.8045
ENSG00000121060	0.368	41.8116
ENSG00000280303	0.368	41.8186
ENSG00000116525	0.368	41.8256
ENSG00000146070	0.368	41.8326
ENSG00000112992	0.368	41.8396
ENSG00000132164	0.368	41.8466
ENSG00000262049	0.368	41.8536
ENSG00000149150	0.368	41.8606
ENSG00000166407	0.368	41.8676
ENSG00000101445	0.368	41.8746
ENSG00000047597	0.368	41.8817
ENSG00000179922	0.368	41.8887
ENSG00000164970	0.368	41.8957
ENSG00000166167	0.368	41.9027
ENSG00000136943	0.368	41.9097
ENSG00000273062	0.368	41.9167
ENSG00000166292	0.368	41.9237
ENSG00000115648	0.368	41.9307
ENSG00000235568	0.368	41.9377
ENSG00000166578	0.368	41.9448
ENSG00000223714	0.368	41.9518
ENSG00000144677	0.369	41.9588
ENSG00000054983	0.369	41.9658
ENSG00000101189	0.369	41.9728
ENSG00000135823	0.369	41.9798
ENSG00000120685	0.369	41.9868
ENSG00000110315	0.369	41.9938
ENSG00000183826	0.369	42.0008
ENSG00000186792	0.369	42.0079
ENSG00000171056	0.369	42.0149
ENSG00000141568	0.369	42.0219
ENSG00000118162	0.369	42.0289
ENSG00000130340	0.369	42.0359
ENSG00000132801	0.369	42.0429
ENSG00000135723	0.37	42.0499
ENSG00000107815	0.37	42.0569
ENSG00000101230	0.37	42.0639
ENSG00000135093	0.37	42.0709
ENSG00000215271	0.37	42.078
ENSG00000166860	0.37	42.085
ENSG00000092470	0.37	42.092
ENSG00000149182	0.37	42.099
ENSG00000181472	0.37	42.106
ENSG00000102401	0.37	42.113
ENSG00000287670	0.37	42.12
ENSG00000184922	0.37	42.127
ENSG00000177685	0.37	42.134
ENSG00000242252	0.37	42.1411
ENSG00000214756	0.37	42.1481
ENSG00000068654	0.37	42.1551
ENSG00000143815	0.37	42.1621
ENSG00000008735	0.37	42.1691
ENSG00000139977	0.371	42.1761
ENSG00000102098	0.371	42.1831
ENSG00000103042	0.371	42.1901
ENSG00000165802	0.371	42.1971
ENSG00000111490	0.371	42.2042
ENSG00000100034	0.371	42.2112
ENSG00000164323	0.371	42.2182
ENSG00000197021	0.371	42.2252
ENSG00000134574	0.371	42.2322
ENSG00000012660	0.371	42.2392
ENSG00000249641	0.371	42.2462
ENSG00000138760	0.371	42.2532
ENSG00000198894	0.371	42.2602
ENSG00000113318	0.371	42.2672
ENSG00000187239	0.371	42.2743
ENSG00000171408	0.371	42.2813
ENSG00000154001	0.371	42.2883
ENSG00000186130	0.372	42.2953
ENSG00000090530	0.372	42.3023
ENSG00000134758	0.372	42.3093
ENSG00000155868	0.372	42.3163
ENSG00000228223	0.372	42.3233
ENSG00000177058	0.372	42.3303
ENSG00000174607	0.372	42.3374
ENSG00000106025	0.372	42.3444
ENSG00000138622	0.372	42.3514
ENSG00000105173	0.372	42.3584
ENSG00000173530	0.372	42.3654
ENSG00000131013	0.373	42.3724
ENSG00000205060	0.373	42.3794
ENSG00000142871	0.373	42.3864
ENSG00000071655	0.373	42.3934
ENSG00000142687	0.373	42.4004
ENSG00000171551	0.373	42.4075
ENSG00000112406	0.373	42.4145
ENSG00000153879	0.373	42.4215
ENSG00000163281	0.373	42.4285
ENSG00000154822	0.373	42.4355
ENSG00000163930	0.373	42.4425
ENSG00000184517	0.373	42.4495
ENSG00000148110	0.373	42.4565
ENSG00000143748	0.374	42.4635
ENSG00000023608	0.374	42.4706
ENSG00000167257	0.374	42.4776
ENSG00000240857	0.374	42.4846
ENSG00000143499	0.374	42.4916
ENSG00000132881	0.374	42.4986
ENSG00000162604	0.374	42.5056
ENSG00000132141	0.374	42.5126
ENSG00000205571	0.374	42.5196
ENSG00000172059	0.374	42.5266
ENSG00000138036	0.374	42.5337
ENSG00000196968	0.374	42.5407
ENSG00000150093	0.375	42.5477
ENSG00000163607	0.375	42.5547
ENSG00000038358	0.375	42.5617
ENSG00000180182	0.375	42.5687
ENSG00000042445	0.375	42.5757
ENSG00000213186	0.375	42.5827
ENSG00000065320	0.375	42.5897
ENSG00000164535	0.375	42.5967
ENSG00000124535	0.375	42.6038
ENSG00000183018	0.375	42.6108
ENSG00000163083	0.375	42.6178
ENSG00000167550	0.375	42.6248
ENSG00000272844	0.375	42.6318
ENSG00000225913	0.375	42.6388
ENSG00000287222	0.375	42.6458
ENSG00000179363	0.375	42.6528
ENSG00000162981	0.375	42.6598
ENSG00000185610	0.375	42.6669
ENSG00000153976	0.375	42.6739
ENSG00000250432	0.375	42.6809
ENSG00000164849	0.375	42.6879
ENSG00000125740	0.375	42.6949
ENSG00000141744	0.375	42.7019
ENSG00000069956	0.375	42.7089
ENSG00000099219	0.375	42.7159
ENSG00000100031	0.375	42.7229
ENSG00000166128	0.375	42.7299
ENSG00000148842	0.375	42.737
ENSG00000181873	0.376	42.744
ENSG00000177302	0.376	42.751
ENSG00000110172	0.376	42.758
ENSG00000278311	0.376	42.765
ENSG00000158270	0.376	42.772
ENSG00000085721	0.376	42.779
ENSG00000185504	0.376	42.786
ENSG00000159217	0.376	42.793
ENSG00000099849	0.376	42.8001
ENSG00000198018	0.376	42.8071
ENSG00000174206	0.376	42.8141
ENSG00000067248	0.376	42.8211
ENSG00000141682	0.377	42.8281
ENSG00000187626	0.377	42.8351
ENSG00000170417	0.377	42.8421
ENSG00000148943	0.377	42.8491
ENSG00000244242	0.377	42.8561
ENSG00000187522	0.377	42.8632
ENSG00000151135	0.377	42.8702
ENSG00000171320	0.377	42.8772
ENSG00000166130	0.377	42.8842
ENSG00000112237	0.377	42.8912
ENSG00000185359	0.377	42.8982
ENSG00000170265	0.377	42.9052
ENSG00000115816	0.377	42.9122
ENSG00000148153	0.377	42.9192
ENSG00000138032	0.377	42.9262
ENSG00000137574	0.377	42.9333
ENSG00000196455	0.377	42.9403
ENSG00000204256	0.377	42.9473
ENSG00000100321	0.378	42.9543
ENSG00000262655	0.378	42.9613
ENSG00000082805	0.378	42.9683
ENSG00000151778	0.378	42.9753
ENSG00000102547	0.378	42.9823
ENSG00000087008	0.378	42.9893
ENSG00000163864	0.378	42.9964
ENSG00000015676	0.378	43.0034
ENSG00000148468	0.378	43.0104
ENSG00000156804	0.378	43.0174
ENSG00000189319	0.378	43.0244
ENSG00000122512	0.378	43.0314
ENSG00000126012	0.378	43.0384
ENSG00000124126	0.378	43.0454
ENSG00000074211	0.378	43.0524
ENSG00000106009	0.378	43.0595
ENSG00000173267	0.378	43.0665
ENSG00000010671	0.378	43.0735
ENSG00000105321	0.378	43.0805
ENSG00000078070	0.378	43.0875
ENSG00000151332	0.379	43.0945
ENSG00000162819	0.379	43.1015
ENSG00000115275	0.379	43.1085
ENSG00000105705	0.379	43.1155
ENSG00000101935	0.379	43.1225
ENSG00000126882	0.379	43.1296
ENSG00000229043	0.379	43.1366
ENSG00000142751	0.379	43.1436
ENSG00000111885	0.379	43.1506
ENSG00000258708	0.379	43.1576
ENSG00000270820	0.379	43.1646
ENSG00000225792	0.379	43.1716
ENSG00000169217	0.379	43.1786
ENSG00000196459	0.38	43.1856
ENSG00000235437	0.38	43.1927
ENSG00000113396	0.38	43.1997
ENSG00000134470	0.38	43.2067
ENSG00000083814	0.38	43.2137
ENSG00000277200	0.38	43.2207
ENSG00000179071	0.38	43.2277
ENSG00000261338	0.38	43.2347
ENSG00000135378	0.38	43.2417
ENSG00000060237	0.38	43.2487
ENSG00000112249	0.38	43.2557
ENSG00000168827	0.38	43.2628
ENSG00000179431	0.38	43.2698
ENSG00000155329	0.38	43.2768
ENSG00000074181	0.38	43.2838
ENSG00000109320	0.38	43.2908
ENSG00000102221	0.38	43.2978
ENSG00000177181	0.38	43.3048
ENSG00000144468	0.38	43.3118
ENSG00000275964	0.381	43.3188
ENSG00000136631	0.381	43.3259
ENSG00000060971	0.381	43.3329
ENSG00000169964	0.381	43.3399
ENSG00000164741	0.381	43.3469
ENSG00000099381	0.381	43.3539
ENSG00000288095	0.381	43.3609
ENSG00000283633	0.381	43.3679
ENSG00000277619	0.381	43.3749
ENSG00000182747	0.381	43.3819
ENSG00000189431	0.381	43.389
ENSG00000145536	0.381	43.396
ENSG00000058091	0.381	43.403
ENSG00000152193	0.381	43.41
ENSG00000066629	0.381	43.417
ENSG00000088035	0.381	43.424
ENSG00000171649	0.381	43.431
ENSG00000156113	0.382	43.438
ENSG00000135414	0.382	43.445
ENSG00000133740	0.382	43.452
ENSG00000233016	0.382	43.4591
ENSG00000176624	0.382	43.4661
ENSG00000172986	0.382	43.4731
ENSG00000082641	0.382	43.4801
ENSG00000083520	0.382	43.4871
ENSG00000029364	0.382	43.4941
ENSG00000013288	0.382	43.5011
ENSG00000135482	0.382	43.5081
ENSG00000107789	0.382	43.5151
ENSG00000102043	0.382	43.5222
ENSG00000164494	0.382	43.5292
ENSG00000138814	0.382	43.5362
ENSG00000165434	0.382	43.5432
ENSG00000076258	0.383	43.5502
ENSG00000111445	0.383	43.5572
ENSG00000116833	0.383	43.5642
ENSG00000163807	0.383	43.5712
ENSG00000133135	0.383	43.5782
ENSG00000133226	0.383	43.5852
ENSG00000156531	0.383	43.5923
ENSG00000144649	0.383	43.5993
ENSG00000168918	0.383	43.6063
ENSG00000163659	0.383	43.6133
ENSG00000101096	0.383	43.6203
ENSG00000043355	0.383	43.6273
ENSG00000122042	0.383	43.6343
ENSG00000259943	0.383	43.6413
ENSG00000138162	0.384	43.6483
ENSG00000241852	0.384	43.6554
ENSG00000073464	0.384	43.6624
ENSG00000107625	0.384	43.6694
ENSG00000165714	0.384	43.6764
ENSG00000134371	0.384	43.6834
ENSG00000144331	0.384	43.6904
ENSG00000005812	0.384	43.6974
ENSG00000083099	0.384	43.7044
ENSG00000059378	0.384	43.7114
ENSG00000138439	0.384	43.7185
ENSG00000116604	0.384	43.7255
ENSG00000155008	0.384	43.7325
ENSG00000215305	0.384	43.7395
ENSG00000254726	0.385	43.7465
ENSG00000179348	0.385	43.7535
ENSG00000287035	0.385	43.7605
ENSG00000248050	0.385	43.7675
ENSG00000264575	0.385	43.7745
ENSG00000218739	0.385	43.7815
ENSG00000135974	0.385	43.7886
ENSG00000188343	0.385	43.7956
ENSG00000185238	0.385	43.8026
ENSG00000118046	0.385	43.8096
ENSG00000129514	0.385	43.8166
ENSG00000152348	0.385	43.8236
ENSG00000116574	0.385	43.8306
ENSG00000046604	0.386	43.8376
ENSG00000146409	0.386	43.8446
ENSG00000180758	0.386	43.8517
ENSG00000160193	0.386	43.8587
ENSG00000089154	0.386	43.8657
ENSG00000141198	0.386	43.8727
ENSG00000120915	0.386	43.8797
ENSG00000253716	0.386	43.8867
ENSG00000188290	0.386	43.8937
ENSG00000138459	0.386	43.9007
ENSG00000101849	0.386	43.9077
ENSG00000137936	0.386	43.9148
ENSG00000206527	0.387	43.9218
ENSG00000175931	0.387	43.9288
ENSG00000168434	0.387	43.9358
ENSG00000197930	0.387	43.9428
ENSG00000031081	0.387	43.9498
ENSG00000120159	0.387	43.9568
ENSG00000130816	0.387	43.9638
ENSG00000173894	0.387	43.9708
ENSG00000117461	0.387	43.9778
ENSG00000071626	0.387	43.9849
ENSG00000112033	0.387	43.9919
ENSG00000169607	0.387	43.9989
ENSG00000136273	0.387	44.0059
ENSG00000135363	0.387	44.0129
ENSG00000159674	0.387	44.0199
ENSG00000197872	0.387	44.0269
ENSG00000197852	0.387	44.0339
ENSG00000042429	0.387	44.0409
ENSG00000153132	0.387	44.048
ENSG00000121039	0.387	44.055
ENSG00000144712	0.387	44.062
ENSG00000138463	0.387	44.069
ENSG00000267751	0.388	44.076
ENSG00000183780	0.388	44.083
ENSG00000106459	0.388	44.09
ENSG00000218510	0.388	44.097
ENSG00000139173	0.388	44.104
ENSG00000140943	0.388	44.111
ENSG00000099910	0.388	44.1181
ENSG00000173218	0.388	44.1251
ENSG00000166135	0.388	44.1321
ENSG00000152291	0.388	44.1391
ENSG00000186522	0.388	44.1461
ENSG00000085733	0.388	44.1531
ENSG00000125520	0.388	44.1601
ENSG00000130119	0.388	44.1671
ENSG00000011422	0.388	44.1741
ENSG00000107672	0.388	44.1812
ENSG00000173011	0.388	44.1882
ENSG00000137265	0.389	44.1952
ENSG00000174442	0.389	44.2022
ENSG00000075426	0.389	44.2092
ENSG00000089876	0.389	44.2162
ENSG00000155016	0.389	44.2232
ENSG00000186854	0.389	44.2302
ENSG00000151690	0.389	44.2372
ENSG00000258884	0.389	44.2443
ENSG00000272146	0.389	44.2513
ENSG00000260475	0.389	44.2583
ENSG00000132357	0.389	44.2653
ENSG00000224687	0.389	44.2723
ENSG00000224531	0.389	44.2793
ENSG00000275763	0.389	44.2863
ENSG00000101331	0.389	44.2933
ENSG00000162600	0.389	44.3003
ENSG00000166997	0.389	44.3073
ENSG00000137825	0.389	44.3144
ENSG00000185551	0.389	44.3214
ENSG00000107719	0.389	44.3284
ENSG00000183597	0.389	44.3354
ENSG00000121578	0.389	44.3424
ENSG00000157470	0.39	44.3494
ENSG00000100418	0.39	44.3564
ENSG00000113194	0.39	44.3634
ENSG00000185924	0.39	44.3704
ENSG00000111358	0.39	44.3775
ENSG00000068137	0.39	44.3845
ENSG00000150787	0.39	44.3915
ENSG00000181240	0.39	44.3985
ENSG00000105298	0.39	44.4055
ENSG00000184014	0.39	44.4125
ENSG00000086189	0.39	44.4195
ENSG00000097033	0.391	44.4265
ENSG00000070047	0.391	44.4335
ENSG00000138111	0.391	44.4405
ENSG00000148411	0.391	44.4476
ENSG00000138613	0.391	44.4546
ENSG00000177150	0.391	44.4616
ENSG00000140968	0.391	44.4686
ENSG00000138744	0.391	44.4756
ENSG00000183864	0.391	44.4826
ENSG00000178996	0.391	44.4896
ENSG00000123130	0.391	44.4966
ENSG00000112852	0.391	44.5036
ENSG00000125875	0.391	44.5107
ENSG00000272189	0.391	44.5177
ENSG00000249637	0.391	44.5247
ENSG00000273027	0.391	44.5317
ENSG00000265962	0.391	44.5387
ENSG00000162511	0.391	44.5457
ENSG00000130177	0.391	44.5527
ENSG00000083720	0.391	44.5597
ENSG00000271122	0.392	44.5667
ENSG00000086758	0.392	44.5738
ENSG00000152092	0.392	44.5808
ENSG00000261840	0.392	44.5878
ENSG00000152767	0.392	44.5948
ENSG00000141570	0.392	44.6018
ENSG00000110104	0.392	44.6088
ENSG00000043591	0.392	44.6158
ENSG00000125945	0.392	44.6228
ENSG00000122557	0.392	44.6298
ENSG00000160310	0.392	44.6368
ENSG00000138028	0.392	44.6439
ENSG00000167106	0.392	44.6509
ENSG00000162337	0.393	44.6579
ENSG00000055044	0.393	44.6649
ENSG00000111145	0.393	44.6719
ENSG00000162738	0.393	44.6789
ENSG00000157379	0.393	44.6859
ENSG00000124374	0.393	44.6929
ENSG00000256576	0.393	44.6999
ENSG00000176383	0.393	44.707
ENSG00000204427	0.393	44.714
ENSG00000163472	0.393	44.721
ENSG00000122126	0.393	44.728
ENSG00000121289	0.393	44.735
ENSG00000171824	0.393	44.742
ENSG00000126226	0.393	44.749
ENSG00000139899	0.393	44.756
ENSG00000174871	0.393	44.763
ENSG00000122547	0.393	44.7701
ENSG00000165480	0.394	44.7771
ENSG00000125844	0.394	44.7841
ENSG00000196663	0.394	44.7911
ENSG00000084774	0.394	44.7981
ENSG00000049759	0.394	44.8051
ENSG00000176248	0.394	44.8121
ENSG00000178467	0.394	44.8191
ENSG00000166575	0.394	44.8261
ENSG00000196470	0.394	44.8331
ENSG00000107372	0.394	44.8402
ENSG00000166821	0.394	44.8472
ENSG00000068971	0.394	44.8542
ENSG00000117385	0.394	44.8612
ENSG00000160703	0.394	44.8682
ENSG00000113763	0.395	44.8752
ENSG00000078246	0.395	44.8822
ENSG00000163132	0.395	44.8892
ENSG00000176595	0.395	44.8962
ENSG00000180592	0.395	44.9033
ENSG00000114520	0.395	44.9103
ENSG00000128791	0.395	44.9173
ENSG00000165219	0.395	44.9243
ENSG00000141404	0.395	44.9313
ENSG00000171517	0.395	44.9383
ENSG00000100285	0.395	44.9453
ENSG00000198723	0.395	44.9523
ENSG00000278540	0.396	44.9593
ENSG00000269994	0.396	44.9663
ENSG00000164252	0.396	44.9734
ENSG00000115363	0.396	44.9804
ENSG00000141738	0.396	44.9874
ENSG00000176105	0.396	44.9944
ENSG00000164011	0.396	45.0014
ENSG00000261730	0.396	45.0084
ENSG00000111679	0.396	45.0154
ENSG00000138600	0.396	45.0224
ENSG00000132466	0.397	45.0294
ENSG00000183258	0.397	45.0365
ENSG00000117036	0.397	45.0435
ENSG00000105722	0.397	45.0505
ENSG00000166847	0.397	45.0575
ENSG00000286104	0.397	45.0645
ENSG00000142949	0.397	45.0715
ENSG00000160161	0.397	45.0785
ENSG00000137474	0.397	45.0855
ENSG00000169570	0.397	45.0925
ENSG00000103460	0.397	45.0996
ENSG00000171100	0.397	45.1066
ENSG00000165660	0.398	45.1136
ENSG00000253738	0.398	45.1206
ENSG00000173020	0.398	45.1276
ENSG00000075218	0.398	45.1346
ENSG00000224032	0.398	45.1416
ENSG00000130703	0.398	45.1486
ENSG00000138944	0.398	45.1556
ENSG00000106785	0.398	45.1626
ENSG00000149657	0.398	45.1697
ENSG00000105499	0.399	45.1767
ENSG00000153363	0.399	45.1837
ENSG00000243646	0.399	45.1907
ENSG00000160741	0.399	45.1977
ENSG00000119686	0.399	45.2047
ENSG00000121931	0.399	45.2117
ENSG00000116017	0.399	45.2187
ENSG00000104081	0.399	45.2257
ENSG00000198720	0.399	45.2328
ENSG00000150907	0.399	45.2398
ENSG00000158773	0.399	45.2468
ENSG00000122490	0.399	45.2538
ENSG00000138802	0.399	45.2608
ENSG00000050344	0.399	45.2678
ENSG00000261189	0.399	45.2748
ENSG00000146963	0.399	45.2818
ENSG00000180900	0.399	45.2888
ENSG00000239779	0.399	45.2958
ENSG00000272455	0.399	45.3029
ENSG00000198252	0.399	45.3099
ENSG00000198093	0.399	45.3169
ENSG00000161558	0.399	45.3239
ENSG00000139971	0.4	45.3309
ENSG00000173540	0.4	45.3379
ENSG00000168438	0.4	45.3449
ENSG00000100811	0.4	45.3519
ENSG00000007202	0.4	45.3589
ENSG00000120800	0.4	45.366
ENSG00000274769	0.4	45.373
ENSG00000269883	0.4	45.38
ENSG00000134548	0.4	45.387
ENSG00000272636	0.4	45.394
ENSG00000253917	0.4	45.401
ENSG00000130222	0.4	45.408
ENSG00000142178	0.4	45.415
ENSG00000123338	0.4	45.422
ENSG00000286669	0.4	45.4291
ENSG00000144550	0.4	45.4361
ENSG00000143412	0.4	45.4431
ENSG00000116783	0.4	45.4501
ENSG00000273008	0.4	45.4571
ENSG00000145244	0.4	45.4641
ENSG00000132975	0.4	45.4711
ENSG00000231441	0.4	45.4781
ENSG00000147256	0.4	45.4851
ENSG00000076928	0.4	45.4921
ENSG00000156970	0.4	45.4992
ENSG00000163913	0.4	45.5062
ENSG00000153936	0.4	45.5132
ENSG00000090863	0.4	45.5202
ENSG00000155097	0.4	45.5272
ENSG00000112742	0.4	45.5342
ENSG00000120733	0.4	45.5412
ENSG00000102984	0.4	45.5482
ENSG00000179195	0.401	45.5552
ENSG00000116985	0.401	45.5623
ENSG00000127990	0.401	45.5693
ENSG00000122335	0.401	45.5763
ENSG00000162623	0.401	45.5833
ENSG00000215114	0.401	45.5903
ENSG00000135966	0.401	45.5973
ENSG00000234608	0.401	45.6043
ENSG00000173653	0.401	45.6113
ENSG00000025156	0.401	45.6183
ENSG00000182287	0.401	45.6254
ENSG00000166734	0.401	45.6324
ENSG00000163161	0.401	45.6394
ENSG00000165526	0.401	45.6464
ENSG00000143013	0.401	45.6534
ENSG00000187266	0.401	45.6604
ENSG00000113638	0.402	45.6674
ENSG00000124587	0.402	45.6744
ENSG00000277534	0.402	45.6814
ENSG00000160049	0.402	45.6884
ENSG00000092108	0.402	45.6955
ENSG00000154856	0.402	45.7025
ENSG00000105738	0.402	45.7095
ENSG00000135622	0.402	45.7165
ENSG00000152455	0.402	45.7235
ENSG00000184083	0.402	45.7305
ENSG00000168724	0.402	45.7375
ENSG00000145331	0.402	45.7445
ENSG00000089234	0.402	45.7515
ENSG00000137171	0.402	45.7586
ENSG00000144909	0.403	45.7656
ENSG00000203485	0.403	45.7726
ENSG00000166548	0.403	45.7796
ENSG00000168591	0.403	45.7866
ENSG00000163053	0.403	45.7936
ENSG00000130382	0.403	45.8006
ENSG00000136932	0.403	45.8076
ENSG00000048392	0.403	45.8146
ENSG00000134250	0.403	45.8216
ENSG00000112130	0.403	45.8287
ENSG00000183576	0.403	45.8357
ENSG00000259153	0.403	45.8427
ENSG00000075340	0.403	45.8497
ENSG00000204178	0.403	45.8567
ENSG00000128694	0.403	45.8637
ENSG00000177646	0.403	45.8707
ENSG00000142627	0.403	45.8777
ENSG00000197557	0.403	45.8847
ENSG00000100065	0.403	45.8918
ENSG00000171475	0.403	45.8988
ENSG00000108395	0.403	45.9058
ENSG00000214357	0.404	45.9128
ENSG00000152454	0.404	45.9198
ENSG00000267225	0.404	45.9268
ENSG00000103550	0.404	45.9338
ENSG00000127125	0.404	45.9408
ENSG00000183337	0.404	45.9478
ENSG00000119979	0.404	45.9549
ENSG00000162643	0.404	45.9619
ENSG00000221988	0.404	45.9689
ENSG00000115271	0.404	45.9759
ENSG00000164603	0.404	45.9829
ENSG00000172201	0.404	45.9899
ENSG00000105176	0.404	45.9969
ENSG00000147475	0.405	46.0039
ENSG00000118579	0.405	46.0109
ENSG00000121957	0.405	46.0179
ENSG00000125458	0.405	46.025
ENSG00000245248	0.405	46.032
ENSG00000183145	0.405	46.039
ENSG00000175287	0.405	46.046
ENSG00000184254	0.405	46.053
ENSG00000248049	0.405	46.06
ENSG00000123453	0.405	46.067
ENSG00000272906	0.405	46.074
ENSG00000257727	0.405	46.081
ENSG00000124789	0.405	46.0881
ENSG00000177192	0.405	46.0951
ENSG00000119638	0.405	46.1021
ENSG00000106524	0.405	46.1091
ENSG00000151576	0.406	46.1161
ENSG00000076382	0.406	46.1231
ENSG00000152700	0.406	46.1301
ENSG00000007168	0.406	46.1371
ENSG00000153989	0.406	46.1441
ENSG00000266053	0.406	46.1511
ENSG00000176165	0.406	46.1582
ENSG00000163704	0.406	46.1652
ENSG00000137200	0.406	46.1722
ENSG00000117868	0.406	46.1792
ENSG00000213337	0.407	46.1862
ENSG00000067704	0.407	46.1932
ENSG00000161243	0.407	46.2002
ENSG00000103111	0.407	46.2072
ENSG00000113300	0.407	46.2142
ENSG00000178202	0.407	46.2213
ENSG00000101670	0.407	46.2283
ENSG00000140299	0.407	46.2353
ENSG00000228889	0.407	46.2423
ENSG00000181704	0.407	46.2493
ENSG00000204120	0.407	46.2563
ENSG00000139734	0.407	46.2633
ENSG00000115365	0.407	46.2703
ENSG00000247121	0.407	46.2773
ENSG00000267277	0.407	46.2844
ENSG00000020426	0.407	46.2914
ENSG00000106483	0.407	46.2984
ENSG00000184347	0.408	46.3054
ENSG00000066455	0.408	46.3124
ENSG00000163694	0.408	46.3194
ENSG00000037280	0.408	46.3264
ENSG00000160007	0.408	46.3334
ENSG00000081721	0.409	46.3404
ENSG00000148288	0.409	46.3474
ENSG00000009954	0.409	46.3545
ENSG00000204348	0.409	46.3615
ENSG00000128829	0.409	46.3685
ENSG00000137135	0.409	46.3755
ENSG00000009335	0.409	46.3825
ENSG00000101773	0.409	46.3895
ENSG00000272717	0.409	46.3965
ENSG00000109572	0.409	46.4035
ENSG00000065357	0.409	46.4105
ENSG00000134013	0.409	46.4176
ENSG00000062725	0.409	46.4246
ENSG00000166503	0.409	46.4316
ENSG00000166900	0.409	46.4386
ENSG00000144840	0.41	46.4456
ENSG00000142528	0.41	46.4526
ENSG00000170525	0.41	46.4596
ENSG00000120948	0.41	46.4666
ENSG00000104983	0.41	46.4736
ENSG00000125726	0.41	46.4807
ENSG00000179833	0.41	46.4877
ENSG00000138771	0.41	46.4947
ENSG00000112276	0.41	46.5017
ENSG00000155966	0.41	46.5087
ENSG00000109736	0.41	46.5157
ENSG00000186767	0.41	46.5227
ENSG00000116128	0.41	46.5297
ENSG00000129128	0.41	46.5367
ENSG00000152127	0.41	46.5437
ENSG00000130402	0.41	46.5508
ENSG00000117859	0.41	46.5578
ENSG00000145555	0.41	46.5648
ENSG00000118900	0.411	46.5718
ENSG00000174516	0.411	46.5788
ENSG00000050426	0.411	46.5858
ENSG00000255857	0.411	46.5928
ENSG00000185761	0.411	46.5998
ENSG00000162490	0.411	46.6068
ENSG00000160072	0.411	46.6139
ENSG00000013561	0.411	46.6209
ENSG00000168818	0.411	46.6279
ENSG00000065717	0.411	46.6349
ENSG00000128602	0.411	46.6419
ENSG00000036448	0.411	46.6489
ENSG00000126215	0.411	46.6559
ENSG00000167543	0.411	46.6629
ENSG00000198815	0.411	46.6699
ENSG00000120696	0.411	46.6769
ENSG00000133706	0.412	46.684
ENSG00000151148	0.412	46.691
ENSG00000138621	0.412	46.698
ENSG00000067177	0.412	46.705
ENSG00000163449	0.412	46.712
ENSG00000132031	0.412	46.719
ENSG00000254427	0.412	46.726
ENSG00000274904	0.412	46.733
ENSG00000184545	0.412	46.74
ENSG00000237356	0.412	46.7471
ENSG00000148655	0.412	46.7541
ENSG00000159761	0.412	46.7611
ENSG00000135250	0.412	46.7681
ENSG00000237943	0.412	46.7751
ENSG00000108433	0.412	46.7821
ENSG00000053108	0.412	46.7891
ENSG00000168297	0.412	46.7961
ENSG00000221838	0.412	46.8031
ENSG00000198646	0.412	46.8102
ENSG00000184277	0.412	46.8172
ENSG00000244486	0.412	46.8242
ENSG00000102554	0.412	46.8312
ENSG00000099991	0.412	46.8382
ENSG00000180537	0.412	46.8452
ENSG00000241935	0.413	46.8522
ENSG00000205339	0.413	46.8592
ENSG00000145743	0.413	46.8662
ENSG00000162104	0.413	46.8732
ENSG00000141642	0.413	46.8803
ENSG00000268089	0.413	46.8873
ENSG00000184221	0.413	46.8943
ENSG00000085563	0.413	46.9013
ENSG00000119866	0.413	46.9083
ENSG00000126883	0.413	46.9153
ENSG00000127463	0.413	46.9223
ENSG00000166192	0.414	46.9293
ENSG00000113161	0.414	46.9363
ENSG00000135297	0.414	46.9434
ENSG00000135537	0.414	46.9504
ENSG00000068097	0.414	46.9574
ENSG00000185900	0.414	46.9644
ENSG00000166181	0.414	46.9714
ENSG00000183087	0.414	46.9784
ENSG00000162415	0.414	46.9854
ENSG00000125864	0.414	46.9924
ENSG00000115524	0.414	46.9994
