Sample	Target	N	Cq	sd	se	ci	Delcq	Rel.levels	Sampletype	RepNo	CellLine	Rel.Norm.Levels
HEK_SMG1i_6	DYNC1H1	3	19.645925343333335	0.05409501968590449	0.031231774177475063	0.13437947841963183	4.112745133333336	0.057801665228818584	SMG1i	6	HEK	1.7161339447540263
HEK_DMSO_6	FNBP4	3	20.319521673333334	0.05203018289537654	0.030039640100631107	0.12925013947967184	5.363665386666668	0.024287109558347522	DMSO	6	HEK	1
HEK_SMG1i_6	FNBP4	3	18.833531303333334	0.013071521459881583	0.007546846433580602	0.03247145940844557	3.300351093333335	0.101506843898507	SMG1i	6	HEK	4.179453452649285
HEK_DMSO_6	PCNT	3	20.856347726666666	0.030678928522576736	0.01771248764095897	0.07621068329902571	5.90049144	0.016740756805165666	DMSO	6	HEK	1
HEK_SMG1i_6	PCNT	3	20.227545303333333	0.05116922798460951	0.029542567551139633	0.12711140891771883	4.694365093333333	0.03862382638952675	SMG1i	6	HEK	2.3071732562059957
HEK_DMSO_7	ACTB	3	14.98666525	0.03188337347999574	0.018407874261348916	0.07920269043947777	0	1	DMSO	7	HEK	1
HEK_SMG1i_7	ACTB	3	15.50883749	0.09188946547876899	0.0530524076298581	0.22826608650839014	0	1	SMG1i	7	HEK	1
HEK_DMSO_7	DYNC1H1	3	19.885091136666667	0.0054006772223615315	0.003118082448136711	0.013416025957059303	4.898425886666667	0.03352948451304345	DMSO	7	HEK	1
HEK_SMG1i_7	DYNC1H1	3	19.604175453333333	0.025313444003612615	0.014614723709602262	0.06288208086365435	4.095337963333334	0.05850330897173364	SMG1i	7	HEK	1.7448317449967061
HEK_DMSO_7	FNBP4	3	20.43121665	0.060801320873454745	0.03510365897337391	0.15103885410598145	5.4445514	0.022962899002557526	DMSO	7	HEK	1
HEK_SMG1i_7	FNBP4	3	18.819915956666666	0.02009362159204201	0.011601057835159932	0.04991532316243227	3.3110784666666664	0.10075487383592267	SMG1i	7	HEK	4.387724469140458
HEK_DMSO_7	PCNT	3	21.003986466666667	0.11535289533972684	0.06659902517619402	0.28655247747300433	6.017321216666668	0.01543852552770322	DMSO	7	HEK	1
HEK_SMG1i_7	PCNT	3	20.25204679	0.042860666617004224	0.024745617408974196	0.10647179829405863	4.743209300000002	0.03733805791375798	SMG1i	7	HEK	2.4184989587741246
HEK_DMSO_8	ACTB	3	15.08245467	0.03141520891391421	0.0181375793230967	0.07803970518556941	0	1	DMSO	8	HEK	1
HEK_SMG1i_8	ACTB	3	15.811211176666667	0.04678926987980684	0.02701379756029253	0.11623098981369201	0	1	SMG1i	8	HEK	1
HEK_DMSO_8	DYNC1H1	3	19.95954692666667	0.02522513529469921	0.014563738652739319	0.06266270986956658	4.877092256666668	0.034028980593194695	DMSO	8	HEK	1
HEK_SMG1i_8	DYNC1H1	3	19.801460606666666	0.0853684983388347	0.04928752549624033	0.21206710611899468	3.9902494299999987	0.06292384192796557	SMG1i	8	HEK	1.8491250937017323
HEK_DMSO_8	FNBP4	3	20.587753853333336	0.0664802140389836	0.03838236947119112	0.1651460067794729	5.505299183333335	0.022016070675100207	DMSO	8	HEK	1
HEK_SMG1i_8	FNBP4	3	18.88494579	0.04615127323003054	0.026645450022802105	0.11464611827601234	3.0737346133333325	0.1187718941797867	SMG1i	8	HEK	5.394781654390111
HEK_DMSO_8	PCNT	3	21.135494043333335	0.05010849778334056	0.02893015468389944	0.1244764090227541	6.053039373333334	0.015060992203044113	DMSO	8	HEK	1
HEK_SMG1i_8	PCNT	3	20.538009080000002	0.1438841578437016	0.08307155726318373	0.3574280626229762	4.726797903333335	0.037765222491059354	SMG1i	8	HEK	2.5074856942975035
