annotation_KD_method	quartile	gene	log2foldchange
50_100_UPF1_log2fold	Q1	ENSG00000177868	0.596018084401459
50_100_UPF1_log2fold	Q1	ENSG00000164109	-0.645088697482588
50_100_UPF1_log2fold	Q1	ENSG00000152234	-0.0149203417818256
50_100_UPF1_log2fold	Q1	ENSG00000150753	0.430464266484032
50_100_UPF1_log2fold	Q1	ENSG00000145348	0.430464266484032
50_100_UPF1_log2fold	Q1	ENSG00000140307	0.0170941148043649
50_100_UPF1_log2fold	Q1	ENSG00000168615	1.02531813292288
50_100_UPF1_log2fold	Q1	ENSG00000173218	0.105636364475419
50_100_UPF1_log2fold	Q1	ENSG00000177150	-0.173794833436572
50_100_UPF1_log2fold	Q1	ENSG00000149547	-1.01263153107923
50_100_UPF1_log2fold	Q1	ENSG00000107443	0.407864390473295
50_100_UPF1_log2fold	Q1	ENSG00000135677	0.996388553446671
50_100_UPF1_log2fold	Q1	ENSG00000164930	0.100291509967048
50_100_UPF1_log2fold	Q1	ENSG00000168283	0.351783064548335
50_100_UPF1_log2fold	Q1	ENSG00000138430	0.469761513947283
50_100_UPF1_log2fold	Q1	ENSG00000141384	-0.608762979118877
50_100_UPF1_log2fold	Q1	ENSG00000139921	-0.308571291391984
50_100_UPF1_log2fold	Q1	ENSG00000100567	-0.666032568823196
50_100_UPF1_log2fold	Q1	ENSG00000165678	0.169173455172679
50_100_UPF1_log2fold	Q1	ENSG00000154127	1.45552334510902
50_100_UPF1_log2fold	Q1	ENSG00000155304	-0.0536995823260188
50_100_UPF1_log2fold	Q1	ENSG00000150093	0.601073592828036
50_100_UPF1_log2fold	Q1	ENSG00000156136	-0.631145141509242
50_100_UPF1_log2fold	Q1	ENSG00000151576	-0.67385644671945
50_100_UPF1_log2fold	Q1	ENSG00000131966	0.632176196445966
50_100_UPF1_log2fold	Q1	ENSG00000117640	-0.780275865412489
50_100_UPF1_log2fold	Q1	ENSG00000111142	-0.772056788134817
50_100_UPF1_log2fold	Q1	ENSG00000175592	-0.464767604670736
50_100_UPF1_log2fold	Q1	ENSG00000182952	-0.27248167986833
50_100_UPF1_log2fold	Q1	ENSG00000146109	-0.633353584759149
50_100_UPF1_log2fold	Q1	ENSG00000197860	0.292075650288111
50_100_UPF1_log2fold	Q1	ENSG00000168924	-1.22866442691463
50_100_UPF1_log2fold	Q1	ENSG00000170677	-0.329465116905387
50_100_UPF1_log2fold	Q1	ENSG00000138385	-0.163367027444048
50_100_UPF1_log2fold	Q1	ENSG00000106049	-0.309127408565647
50_100_UPF1_log2fold	Q1	ENSG00000050130	-0.409782338826954
50_100_UPF1_log2fold	Q1	ENSG00000128524	-0.746956001132152
50_100_UPF1_log2fold	Q1	ENSG00000121039	0.209927242825511
50_100_UPF1_log2fold	Q1	ENSG00000137714	-0.321982547443282
50_100_UPF1_log2fold	Q1	ENSG00000126216	-0.183658047684806
50_100_UPF1_log2fold	Q1	ENSG00000132383	0.377395318275675
50_100_UPF1_log2fold	Q1	ENSG00000121879	-0.0203176109377684
50_100_UPF1_log2fold	Q1	ENSG00000118894	-2.36542004819904
50_100_UPF1_log2fold	Q1	ENSG00000114315	0.438452196831306
50_100_UPF1_log2fold	Q1	ENSG00000159658	0.438452196831306
50_100_UPF1_log2fold	Q1	ENSG00000136810	-0.524197469565706
50_100_UPF1_log2fold	Q1	ENSG00000182220	0.444171602954908
50_100_UPF1_log2fold	Q1	ENSG00000182512	-0.474755652410528
50_100_UPF1_log2fold	Q1	ENSG00000164933	0.0125434135183645
50_100_UPF1_log2fold	Q1	ENSG00000148572	0.65825738667982
50_100_UPF1_log2fold	Q1	ENSG00000167325	-0.137046135301413
50_100_UPF1_log2fold	Q1	ENSG00000174013	0.163528460147227
50_100_UPF1_log2fold	Q1	ENSG00000137309	-1.73631570010907
50_100_UPF1_log2fold	Q1	ENSG00000138279	-0.252712251164453
50_100_UPF1_log2fold	Q1	ENSG00000087338	-0.127853886396854
50_100_UPF1_log2fold	Q1	ENSG00000164934	-1.14632428453149
50_100_UPF1_log2fold	Q1	ENSG00000157045	0.314340679580087
50_100_UPF1_log2fold	Q1	ENSG00000132109	0.186863135595226
50_100_UPF1_log2fold	Q1	ENSG00000147677	0.0813762146301534
50_100_UPF1_log2fold	Q1	ENSG00000118640	0.106735659336318
50_100_UPF1_log2fold	Q1	ENSG00000117362	-1.43138212316494
50_100_UPF1_log2fold	Q1	ENSG00000079739	0.0327990850232026
50_100_UPF1_log2fold	Q1	ENSG00000171208	0.0327990850232026
50_100_UPF1_log2fold	Q1	ENSG00000137876	-1.14049391423417
50_100_UPF1_log2fold	Q1	ENSG00000182899	-0.463600370869334
50_100_UPF1_log2fold	Q1	ENSG00000114480	0.558745085032472
