Well,Fluor,Target,Sample,Cq
C08,SYBR,SRSF3_PTC,HEK_DMSO_2,21.8828686166357
C09,SYBR,SRSF3_PTC,HEK_DMSO_2,21.6851945705669
C10,SYBR,BRD2,HEK_DMSO_2,18.5032986460405
C11,SYBR,BRD2,HEK_DMSO_2,18.589261725987
C12,SYBR,BRD2,HEK_DMSO_2,18.5933712028424
D01,SYBR,ACTB,HEK_SMG1i_2,15.4362529671987
D02,SYBR,ACTB,HEK_SMG1i_2,15.3272045780005
D03,SYBR,ACTB,HEK_SMG1i_2,15.3023337989324
D04,SYBR,SRSF3_NOR,HEK_SMG1i_2,21.2840887826176
D05,SYBR,SRSF3_NOR,HEK_SMG1i_2,21.1975241263396
D06,SYBR,SRSF3_NOR,HEK_SMG1i_2,20.9069996673276
D07,SYBR,SRSF3_PTC,HEK_SMG1i_2,18.978969526266
D08,SYBR,SRSF3_PTC,HEK_SMG1i_2,18.9616910911819
D09,SYBR,SRSF3_PTC,HEK_SMG1i_2,18.8391345414228
D10,SYBR,BRD2,HEK_SMG1i_2,16.870106497203
D11,SYBR,BRD2,HEK_SMG1i_2,16.8160330462954
D12,SYBR,BRD2,HEK_SMG1i_2,16.8360389204729
E01,SYBR,ACTB,HEK_DMSO_3,15.5913790630377
E02,SYBR,ACTB,HEK_DMSO_3,15.5241025187863
E03,SYBR,ACTB,HEK_DMSO_3,15.5748013892019
E04,SYBR,SRSF3_NOR,HEK_DMSO_3,20.0558417110186
E05,SYBR,SRSF3_NOR,HEK_DMSO_3,20.0577972612449
E06,SYBR,SRSF3_NOR,HEK_DMSO_3,19.7781802960009
E07,SYBR,SRSF3_PTC,HEK_DMSO_3,20.8277454115158
E08,SYBR,SRSF3_PTC,HEK_DMSO_3,20.7985107118558
E09,SYBR,SRSF3_PTC,HEK_DMSO_3,20.8513520937785
E10,SYBR,BRD2,HEK_DMSO_3,17.1736258834104
E11,SYBR,BRD2,HEK_DMSO_3,17.0207897768897
E12,SYBR,BRD2,HEK_DMSO_3,17.1445283822059
F01,SYBR,ACTB,HEK_SMG1i_3,16.0119905690088
F02,SYBR,ACTB,HEK_SMG1i_3,16.0123861062294
F03,SYBR,ACTB,HEK_SMG1i_3,16.0126728769948
F04,SYBR,SRSF3_NOR,HEK_SMG1i_3,19.9499638339959
F05,SYBR,SRSF3_NOR,HEK_SMG1i_3,20.1888740439372
F06,SYBR,SRSF3_NOR,HEK_SMG1i_3,19.8255126745243
F07,SYBR,SRSF3_PTC,HEK_SMG1i_3,18.5161806385243
F08,SYBR,SRSF3_PTC,HEK_SMG1i_3,18.5226658452889
F09,SYBR,SRSF3_PTC,HEK_SMG1i_3,18.2851716114649
F10,SYBR,BRD2,HEK_SMG1i_3,15.9538454301202
F11,SYBR,BRD2,HEK_SMG1i_3,15.7094196387698
F12,SYBR,BRD2,HEK_SMG1i_3,15.908211037931
G01,SYBR,ACTB,HCT_DMSO_1,14.9661358901576
G02,SYBR,ACTB,HCT_DMSO_1,15.0020982611726
G03,SYBR,ACTB,HCT_DMSO_1,14.9168111760539
G04,SYBR,SRSF3_NOR,HCT_DMSO_1,21.0553188276653
G05,SYBR,SRSF3_NOR,HCT_DMSO_1,21.0472250687449
G06,SYBR,SRSF3_NOR,HCT_DMSO_1,20.7535768842725
G07,SYBR,SRSF3_PTC,HCT_DMSO_1,21.9064967461934
G08,SYBR,SRSF3_PTC,HCT_DMSO_1,21.9461856312442
G09,SYBR,SRSF3_PTC,HCT_DMSO_1,21.7501499132948
G10,SYBR,BRD2,HCT_DMSO_1,18.7123298196121
G11,SYBR,BRD2,HCT_DMSO_1,18.7760523727258
G12,SYBR,BRD2,HCT_DMSO_1,18.7713991558562
H01,SYBR,ACTB,HCT_SMG1i_1,15.4568493453261
H02,SYBR,ACTB,HCT_SMG1i_1,15.5643095208916
H03,SYBR,ACTB,HCT_SMG1i_1,15.5232365713331
H04,SYBR,SRSF3_NOR,HCT_SMG1i_1,21.4544731417574
H05,SYBR,SRSF3_NOR,HCT_SMG1i_1,21.522702220804
H06,SYBR,SRSF3_NOR,HCT_SMG1i_1,20.996890075972
H07,SYBR,SRSF3_PTC,HCT_SMG1i_1,19.2740977581241
H08,SYBR,SRSF3_PTC,HCT_SMG1i_1,19.2986005875779
H09,SYBR,SRSF3_PTC,HCT_SMG1i_1,19.0002699201906
H10,SYBR,BRD2,HCT_SMG1i_1,17.1833780056287
H11,SYBR,BRD2,HCT_SMG1i_1,17.1071993955451
H12,SYBR,BRD2,HCT_SMG1i_1,17.0898553556335
